Lemma,Gender,Nom_Sg,Gen_Sg,Acc_Sg,Voc_Sg,Nom_Pl,Gen_Pl,Acc_Pl,Voc_Pl
σιδηρόδρομος,Masc,σιδηρόδρομος,σιδηροδρόμου,σιδηρόδρομο,σιδηρόδρομε,σιδηρόδρομοι,σιδηροδρόμων,σιδηροδρόμους,σιδηρόδρομοι
σινεμά,Neut,,,,,,,,
σιρόπι,Neut,σιρόπι,σιροπιού,σιρόπι,σιρόπι,σιρόπια,σιροπιών,σιρόπια,σιρόπια
σιτάρι,Neut,σιτάρι,σιταριού,σιτάρι,σιτάρι,σιτάρια,σιταριών,σιτάρια,σιτάρια
σιωπή,Fem,σιωπή,σιωπής,σιωπή,σιωπή,σιωπές,σιωπών,σιωπές,σιωπές
σκάκι,Neut,σκάκι,σκακιού,σκάκι,σκάκι,σκάκια,σκακιών,σκάκια,σκάκια
σκάλα,Fem,σκάλα,σκάλας,σκάλα,σκάλα,σκάλες,σκαλών,σκάλες,σκάλες
σκάνδαλο,Neut,σκάνδαλο,σκάνδαλου,σκάνδαλο,σκάνδαλο,σκάνδαλα,σκανδάλων,σκάνδαλα,σκάνδαλα
σκάφος,Neut,σκάφος,σκάφους,σκάφος,σκάφος,σκάφη,σκαφών,σκάφη,σκάφη
σκέψη,Fem,σκέψη,σκέψης,σκέψη,σκέψη,σκέψεις,σκέψεων,σκέψεις,σκέψεις
σκαλί,Neut,σκαλί,σκαλιού,σκαλί,σκαλί,σκαλιά,σκαλιών,σκαλιά,σκαλιά
σκατά,Neut,,,,,,,,
σκελετός,Masc,σκελετός,σκελετού,σκελετό,σκελετέ,σκελετοί,σκελετών,σκελετούς,σκελετοί
σκεπτικό,Neut,σκεπτικό,σκεπτικού,σκεπτικό,σκεπτικό,σκεπτικά,σκεπτικών,σκεπτικά,σκεπτικά
σκεύος,Neut,σκεύος,σκεύους,σκεύος,σκεύος,σκεύη,σκευών,σκεύη,σκεύη
σκηνή,Fem,σκηνή,σκηνής,σκηνή,σκηνή,σκηνές,σκηνών,σκηνές,σκηνές
σκηνικό,Neut,σκηνικό,σκηνικού,σκηνικό,σκηνικό,σκηνικά,σκηνικών,σκηνικά,σκηνικά
σκηνοθέτης,Masc,σκηνοθέτης,σκηνοθέτη,σκηνοθέτη,σκηνοθέτη,σκηνοθέτες,σκηνοθετών,σκηνοθέτες,σκηνοθέτες
σκι,Neut,,,,,,,,
σκιά,Fem,σκιά,σκιάς,σκιά,σκιά,σκιές,σκιών,σκιές,σκιές
σκλάβος,Masc,σκλάβος,σκλάβου,σκλάβο,σκλάβε,σκλάβοι,σκλάβων,σκλάβους,σκλάβοι
σκλαβιά,Fem,σκλαβιά,σκλαβιάς,σκλαβιά,σκλαβιά,σκλαβιές,σκλαβιών,σκλαβιές,σκλαβιές
σκοπός,Masc,σκοπός,σκοπού,σκοπό,σκοπέ,σκοποί,σκοπών,σκοπούς,σκοποί
σκορ,Neut,,,,,,,,
σκοτάδι,Neut,σκοτάδι,σκοταδιού,σκοτάδι,σκοτάδι,σκοτάδια,σκοταδιών,σκοτάδια,σκοτάδια
σκουλήκι,Neut,σκουλήκι,σκουληκιού,σκουλήκι,σκουλήκι,σκουλήκια,σκουληκιών,σκουλήκια,σκουλήκια
σκουπίδι,Neut,σκουπίδι,σκουπιδιού,σκουπίδι,σκουπίδι,σκουπίδια,σκουπιδιών,σκουπίδια,σκουπίδια
σκουπιδοτενεκές,Masc,σκουπιδοτενεκές,σκουπιδοτενεκέ,σκουπιδοτενεκέ,σκουπιδοτενεκέ,σκουπιδοτενεκέδες,σκουπιδοτενεκέδων,σκουπιδοτενεκέδες,σκουπιδοτενεκέδες
σκούφος,Masc,σκούφος,σκούφου,σκούφο,σκούφε,σκούφοι,σκούφων,σκούφους,σκούφοι
σκυλί,Neut,σκυλί,σκυλιού,σκυλί,σκυλί,σκυλιά,σκυλιών,σκυλιά,σκυλιά
σκόνη,Fem,σκόνη,σκόνης,σκόνη,σκόνη,σκόνες,-,σκόνες,σκόνες
σκόρδο,Neut,σκόρδο,σκόρδου,σκόρδο,σκόρδο,σκόρδα,σκόρδων,σκόρδα,σκόρδα
σκύλος,Masc,σκύλος,σκύλου,σκύλο,σκύλε,σκύλοι,σκύλων,σκύλους,σκύλοι
σνακ,Neut,,,,,,,,
σοβαρότητα,Fem,σοβαρότητα,σοβαρότητας,σοβαρότητα,σοβαρότητα,σοβαρότητες,σοβαροτήτων,σοβαρότητες,σοβαρότητες
σοδειά,Fem,σοδειά,σοδειάς,σοδειά,σοδειά,σοδειές,σοδειών,σοδειές,σοδειές
σοκ,Neut,,,,,,,,
σοκολάτα,Fem,σοκολάτα,σοκολάτας,σοκολάτα,σοκολάτα,σοκολάτες,σοκολατών,σοκολάτες,σοκολάτες
σολομός,Masc,σολομός,σολομού,σολομό,σολομέ,σολομοί,σολομών,σολομούς,σολομοί
σοσιαλισμός,Masc,σοσιαλισμός,σοσιαλισμού,σοσιαλισμό,σοσιαλισμέ,σοσιαλισμοί,σοσιαλισμών,σοσιαλισμούς,σοσιαλισμοί
σοσιαλιστής,Masc,σοσιαλιστής,σοσιαλιστή,σοσιαλιστή,σοσιαλιστή,σοσιαλιστές,σοσιαλιστών,σοσιαλιστές,σοσιαλιστές
σουβλάκι,Neut,σουβλάκι,σουβλακιού,σουβλάκι,σουβλάκι,σουβλάκια,σουβλακιών,σουβλάκια,σουβλάκια
σουπερμάρκετ,Neut,,,,,,,,
σοφία,Fem,σοφία,σοφίας,σοφία,σοφία,σοφίες,σοφιών,σοφίες,σοφίες
σοφός,Masc,σοφός,σοφού,σοφό,σοφέ,σοφοί,σοφών,σοφούς,σοφοί
σούπα,Fem,σούπα,σούπας,σούπα,σούπα,σούπες,σουπών,σούπες,σούπες
σπέρμα,Neut,σπέρμα,σπέρματος,σπέρμα,σπέρμα,σπέρματα,σπερμάτων,σπέρματα,σπέρματα
σπίρτο,Neut,σπίρτο,σπίρτου,σπίρτο,σπίρτο,σπίρτα,σπίρτων,σπίρτα,σπίρτα
σπίτι,Neut,σπίτι,σπιτιού,σπίτι,σπίτι,σπίτια,σπιτιών,σπίτια,σπίτια
σπαθί,Neut,σπαθί,σπαθιού,σπαθί,σπαθί,σπαθιά,σπαθιών,σπαθιά,σπαθιά
σπανάκι,Neut,σπανάκι,σπανακιού,σπανάκι,σπανάκι,σπανάκια,σπανακιών,σπανάκια,σπανάκια
σπηλιά,Fem,σπηλιά,σπηλιάς,σπηλιά,σπηλιά,σπηλιές,σπηλιών,σπηλιές,σπηλιές
σπορ,Neut,,,,,,,,
σπουδές,Fem,,,,,,,,
σπουδή,Fem,σπουδή,σπουδής,σπουδή,σπουδή,σπουδές,σπουδών,σπουδές,σπουδές
σπουδαστής,Masc,σπουδαστής,σπουδαστή,σπουδαστή,σπουδαστή,σπουδαστές,σπουδαστών,σπουδαστές,σπουδαστές
σπόρος,Masc,σπόρος,σπόρου,σπόρο,σπόρε,σπόροι,σπόρων,σπόρους,σπόροι
στάβλος,Masc,στάβλος,στάβλου,στάβλο,στάβλε,στάβλοι,στάβλων,στάβλους,στάβλοι
στάδιο,Neut,στάδιο,στάδιου,στάδιο,στάδιο,στάδια,σταδίων,στάδια,στάδια
στάθμευση,Fem,στάθμευση,στάθμευσης,στάθμευση,στάθμευση,σταθμεύσεις,σταθμεύσεων,σταθμεύσεις,σταθμεύσεις
στάθμη,Fem,στάθμη,στάθμης,στάθμη,στάθμη,,,,
στάση,Fem,στάση,στάσης,στάση,στάση,στάσεις,στάσεων,στάσεις,στάσεις
στάχτη,Fem,στάχτη,στάχτης,στάχτη,στάχτη,στάχτες,-,στάχτες,στάχτες
στέγη,Fem,στέγη,στέγης,στέγη,στέγη,στέγες,στεγών,στέγες,στέγες
στέλεχος,Neut,στέλεχος,στελέχους,στέλεχος,στέλεχος,στελέχη,στελεχών,στελέχη,στελέχη
στέμμα,Neut,στέμμα,στέμματος,στέμμα,στέμμα,στέμματα,στεμμάτων,στέμματα,στέμματα
στήθος,Neut,στήθος,στήθους,στήθος,στήθος,στήθη,στηθών,στήθη,στήθη
στήλη,Fem,στήλη,στήλης,στήλη,στήλη,στήλες,στηλών,στήλες,στήλες
στήριξη,Fem,στήριξη,στήριξης,στήριξη,στήριξη,στηρίξεις,στηρίξεων,στηρίξεις,στηρίξεις
στίγμα,Neut,στίγμα,στίγματος,στίγμα,στίγμα,στίγματα,στιγμάτων,στίγματα,στίγματα
στίχος,Masc,στίχος,στίχου,στίχο,στίχε,στίχοι,στίχων,στίχους,στίχοι
σταγόνα,Fem,σταγόνα,σταγόνας,σταγόνα,σταγόνα,σταγόνες,σταγόνων,σταγόνες,σταγόνες
σταθερά,Fem,σταθερά,σταθεράς,σταθερά,σταθερά,σταθερές,σταθερών,σταθερές,σταθερές
σταθερότητα,Fem,σταθερότητα,σταθερότητας,σταθερότητα,σταθερότητα,,,,
σταθμός,Masc,σταθμός,σταθμού,σταθμό,σταθμέ,σταθμοί,σταθμών,σταθμούς,σταθμοί
στατιστική,Fem,στατιστική,στατιστικής,στατιστική,στατιστική,στατιστικές,στατιστικών,στατιστικές,στατιστικές
σταυροδρόμι,Neut,σταυροδρόμι,-,σταυροδρόμι,σταυροδρόμι,σταυροδρόμια,-,σταυροδρόμια,σταυροδρόμια
σταυρός,Masc,σταυρός,σταυρού,σταυρό,σταυρέ,σταυροί,σταυρών,σταυρούς,σταυροί
σταφύλι,Neut,σταφύλι,σταφυλιού,σταφύλι,σταφύλι,σταφύλια,σταφυλιών,σταφύλια,σταφύλια
σταχτοδοχείο,Neut,σταχτοδοχείο,σταχτοδοχείου,σταχτοδοχείο,σταχτοδοχείο,σταχτοδοχεία,σταχτοδοχείων,σταχτοδοχεία,σταχτοδοχεία
στενά,Neut,,,,,,,,
στεναγμός,Masc,στεναγμός,στεναγμού,στεναγμό,στεναγμέ,στεναγμοί,στεναγμών,στεναγμούς,στεναγμοί
στενοχώρια,Fem,στενοχώρια,στενοχώριας,στενοχώρια,στενοχώρια,στενοχώριες,-,στενοχώριες,στενοχώριες
στερλίνα,Fem,στερλίνα,στερλίνας,στερλίνα,στερλίνα,στερλίνες,στερλινών,στερλίνες,στερλίνες
στεφάνι,Neut,στεφάνι,στεφανιού,στεφάνι,στεφάνι,στεφάνια,στεφανιών,στεφάνια,στεφάνια
στιβάδα,Fem,στιβάδα,στιβάδας,στιβάδα,στιβάδα,στιβάδες,στιβάδων,στιβάδες,στιβάδες
στιγμή,Fem,στιγμή,στιγμής,στιγμή,στιγμή,στιγμές,στιγμών,στιγμές,στιγμές
στοίβα,Fem,στοίβα,στοίβας,στοίβα,στοίβα,στοίβες,στοιβών,στοίβες,στοίβες
στοίχημα,Neut,στοίχημα,στοιχήματος,στοίχημα,στοίχημα,στοιχήματα,στοιχημάτων,στοιχήματα,στοιχήματα
στοιχείο,Neut,στοιχείο,στοιχείου,στοιχείο,στοιχείο,στοιχεία,στοιχείων,στοιχεία,στοιχεία
στολή,Fem,στολή,στολής,στολή,στολή,στολές,στολών,στολές,στολές
στομάχι,Neut,στομάχι,στομαχιού,στομάχι,στομάχι,στομάχια,στομαχιών,στομάχια,στομάχια
στούντιο,Neut,,,,,,,,
στράτευμα,Neut,στράτευμα,στρατεύματος,στράτευμα,στράτευμα,στρατεύματα,στρατευμάτων,στρατεύματα,στρατεύματα
στρέμμα,Neut,στρέμμα,στρέμματος,στρέμμα,στρέμμα,στρέμματα,στρεμμάτων,στρέμματα,στρέμματα
στρατηγική,Fem,στρατηγική,στρατηγικής,στρατηγική,στρατηγική,στρατηγικές,στρατηγικών,στρατηγικές,στρατηγικές
στρατηγός,Masc,στρατηγός,στρατηγού,στρατηγό,στρατηγέ,στρατηγοί,στρατηγών,στρατηγούς,στρατηγοί
στρατιωτικός,Masc,στρατιωτικός,στρατιωτικού,στρατιωτικό,στρατιωτικέ,στρατιωτικοί,στρατιωτικών,στρατιωτικούς,στρατιωτικοί
στρατιώτης,Masc,στρατιώτης,στρατιώτη,στρατιώτη,στρατιώτη,στρατιώτες,στρατιωτών,στρατιώτες,στρατιώτες
στρατόπεδο,Neut,στρατόπεδο,στρατόπεδου,στρατόπεδο,στρατόπεδο,στρατόπεδα,στρατοπέδων,στρατόπεδα,στρατόπεδα
στρατός,Masc,στρατός,στρατού,στρατό,στρατέ,στρατοί,στρατών,στρατούς,στρατοί
στρες,Neut,,,,,,,,
στροφή,Fem,στροφή,στροφής,στροφή,στροφή,στροφές,στροφών,στροφές,στροφές
στρώμα,Neut,στρώμα,στρώματος,στρώμα,στρώμα,στρώματα,στρωμάτων,στρώματα,στρώματα
στόλος,Masc,στόλος,στόλου,στόλο,στόλε,στόλοι,στόλων,στόλους,στόλοι
στόμα,Neut,στόμα,στόματος,στόμα,στόμα,στόματα,στομάτων,στόματα,στόματα
στόχος,Masc,στόχος,στόχου,στόχο,στόχε,στόχοι,στόχων,στόχους,στόχοι
συγγενής,Masc,συγγενής,συγγενούς,συγγενή,συγγενή,συγγενείς,συγγενών,συγγενείς,συγγενείς
συγγνώμη,Fem,συγγνώμη,συγγνώμης,συγγνώμη,συγγνώμη,συγγνώμες,-,συγγνώμες,συγγνώμες
συγγραφέας,Masc,συγγραφέας,συγγραφέως,συγγραφέα,συγγραφέα,συγγραφείς,συγγραφέων,συγγραφείς,συγγραφείς
συγγραφή,Fem,συγγραφή,συγγραφής,συγγραφή,συγγραφή,συγγραφές,συγγραφών,συγγραφές,συγγραφές
συγκάτοικος,Masc,συγκάτοικος,συγκατοίκου,συγκάτοικο,συγκάτοικε,συγκάτοικοι,συγκατοίκων,συγκατοίκους,συγκάτοικοι
συγκέντρωση,Fem,συγκέντρωση,συγκέντρωσης,συγκέντρωση,συγκέντρωση,συγκεντρώσεις,συγκεντρώσεων,συγκεντρώσεις,συγκεντρώσεις
συγκίνηση,Fem,συγκίνηση,συγκίνησης,συγκίνηση,συγκίνηση,συγκινήσεις,συγκινήσεων,συγκινήσεις,συγκινήσεις
συγκατάθεση,Fem,συγκατάθεση,συγκατάθεσης,συγκατάθεση,συγκατάθεση,συγκαταθέσεις,συγκαταθέσεων,συγκαταθέσεις,συγκαταθέσεις
συγκοινωνία,Fem,συγκοινωνία,συγκοινωνίας,συγκοινωνία,συγκοινωνία,συγκοινωνίες,συγκοινωνιών,συγκοινωνίες,συγκοινωνίες
συγκομιδή,Fem,συγκομιδή,συγκομιδής,συγκομιδή,συγκομιδή,συγκομιδές,συγκομιδών,συγκομιδές,συγκομιδές
συγκριτικός,Masc,συγκριτικός,συγκριτικού,συγκριτικό,συγκριτικέ,συγκριτικοί,συγκριτικών,συγκριτικούς,συγκριτικοί
συγκρότημα,Neut,συγκρότημα,συγκροτήματος,συγκρότημα,συγκρότημα,συγκροτήματα,συγκροτημάτων,συγκροτήματα,συγκροτήματα
συγκυρία,Fem,συγκυρία,συγκυρίας,συγκυρία,συγκυρία,συγκυρίες,συγκυριών,συγκυρίες,συγκυρίες
συγνώμη,Fem,συγνώμη,συγνώμης,συγνώμη,συγνώμη,συγνώμες,-,συγνώμες,συγνώμες
συγχαρητήρια,Neut,,,,,συγχαρητήρια,συγχαρητηρίων,συγχαρητήρια,συγχαρητήρια
συγχώνευση,Fem,συγχώνευση,συγχώνευσης,συγχώνευση,συγχώνευση,συγχωνεύσεις,συγχωνεύσεων,συγχωνεύσεις,συγχωνεύσεις
συζήτηση,Fem,συζήτηση,συζήτησης,συζήτηση,συζήτηση,συζητήσεις,συζητήσεων,συζητήσεις,συζητήσεις
συκώτι,Neut,συκώτι,συκωτιού,συκώτι,συκώτι,συκώτια,συκωτιών,συκώτια,συκώτια
συλλέκτης,Masc,συλλέκτης,συλλέκτη,συλλέκτη,συλλέκτη,συλλέκτες,συλλεκτών,συλλέκτες,συλλέκτες
συλλογή,Fem,συλλογή,συλλογής,συλλογή,συλλογή,συλλογές,συλλογών,συλλογές,συλλογές
συλλογισμός,Masc,συλλογισμός,συλλογισμού,συλλογισμό,συλλογισμέ,συλλογισμοί,συλλογισμών,συλλογισμούς,συλλογισμοί
συλλυπητήρια,Neut,,,,,συλλυπητήρια,συλλυπητηρίων,συλλυπητήρια,συλλυπητήρια
συμβάν,Neut,συμβάν,συμβάντος,συμβάν,συμβάν,συμβάντα,συμβάντων,συμβάντα,συμβάντα
συμβιβασμός,Masc,συμβιβασμός,συμβιβασμού,συμβιβασμό,συμβιβασμέ,συμβιβασμοί,συμβιβασμών,συμβιβασμούς,συμβιβασμοί
συμβολή,Fem,συμβολή,συμβολής,συμβολή,συμβολή,συμβολές,συμβολών,συμβολές,συμβολές
συμβουλή,Fem,συμβουλή,συμβουλής,συμβουλή,συμβουλή,συμβουλές,συμβουλών,συμβουλές,συμβουλές
συμβούλιο,Neut,συμβούλιο,συμβούλιου,συμβούλιο,συμβούλιο,συμβούλια,συμβουλίων,συμβούλια,συμβούλια
συμβόλαιο,Neut,συμβόλαιο,συμβόλαιου,συμβόλαιο,συμβόλαιο,συμβόλαια,συμβολαίων,συμβόλαια,συμβόλαια
συμμαθήτρια,Fem,συμμαθήτρια,συμμαθήτριας,συμμαθήτρια,συμμαθήτρια,συμμαθήτριες,συμμαθητριών,συμμαθήτριες,συμμαθήτριες
συμμαχία,Fem,συμμαχία,συμμαχίας,συμμαχία,συμμαχία,συμμαχίες,συμμαχιών,συμμαχίες,συμμαχίες
συμμετέχων,Masc,συμμετέχων,συμμετέχοντος,συμμετέχοντα,συμμετέχων,συμμετέχοντες,συμμετεχόντων,συμμετέχοντες,συμμετέχοντες
συμμετοχή,Fem,συμμετοχή,συμμετοχής,συμμετοχή,συμμετοχή,συμμετοχές,συμμετοχών,συμμετοχές,συμμετοχές
συμμορία,Fem,συμμορία,συμμορίας,συμμορία,συμμορία,συμμορίες,συμμοριών,συμμορίες,συμμορίες
συμμόρφωση,Fem,συμμόρφωση,συμμόρφωσης,συμμόρφωση,συμμόρφωση,συμμορφώσεις,συμμορφώσεων,συμμορφώσεις,συμμορφώσεις
συμπάθεια,Fem,συμπάθεια,συμπάθειας,συμπάθεια,συμπάθεια,συμπάθειες,συμπαθειών,συμπάθειες,συμπάθειες
συμπέρασμα,Neut,συμπέρασμα,συμπεράσματος,συμπέρασμα,συμπέρασμα,συμπεράσματα,συμπερασμάτων,συμπεράσματα,συμπεράσματα
συμπαίκτης,Masc,συμπαίκτης,συμπαίκτη,συμπαίκτη,συμπαίκτη,συμπαίκτες,συμπαικτών,συμπαίκτες,συμπαίκτες
συμπαράσταση,Fem,συμπαράσταση,συμπαράστασης,συμπαράσταση,συμπαράσταση,συμπαραστάσεις,συμπαραστάσεων,συμπαραστάσεις,συμπαραστάσεις
συμπατριώτης,Masc,συμπατριώτης,συμπατριώτη,συμπατριώτη,συμπατριώτη,συμπατριώτες,συμπατριωτών,συμπατριώτες,συμπατριώτες
συμπατριώτισσα,Fem,συμπατριώτισσα,συμπατριώτισσας,συμπατριώτισσα,συμπατριώτισσα,συμπατριώτισσες,συμπατριωτισσών,συμπατριώτισσες,συμπατριώτισσες
συμπεριφορά,Fem,συμπεριφορά,συμπεριφοράς,συμπεριφορά,συμπεριφορά,συμπεριφορές,συμπεριφορών,συμπεριφορές,συμπεριφορές
συμπολίτης,Masc,συμπολίτης,συμπολίτη,συμπολίτη,συμπολίτη,συμπολίτες,συμπολιτών,συμπολίτες,συμπολίτες
συμφέρον,Neut,συμφέρον,συμφέροντος,συμφέρον,συμφέρον,συμφέροντα,συμφερόντων,συμφέροντα,συμφέροντα
συμφιλίωση,Fem,συμφιλίωση,συμφιλίωσης,συμφιλίωση,συμφιλίωση,,,,
συμφοιτητής,Masc,συμφοιτητής,συμφοιτητή,συμφοιτητή,συμφοιτητή,συμφοιτητές,συμφοιτητών,συμφοιτητές,συμφοιτητές
συμφορά,Fem,συμφορά,συμφοράς,συμφορά,συμφορά,συμφορές,συμφορών,συμφορές,συμφορές
συμφωνία,Fem,συμφωνία,συμφωνίας,συμφωνία,συμφωνία,συμφωνίες,συμφωνιών,συμφωνίες,συμφωνίες
συν,Neut,,,,,,,,
συνάδελφος,Masc,συνάδελφος,συναδέλφου,συνάδελφο,συνάδελφε,συνάδελφοι,συναδέλφων,συναδέλφους,συνάδελφοι
συνάθροιση,Fem,συνάθροιση,συνάθροισης,συνάθροιση,συνάθροιση,συναθροίσεις,συναθροίσεων,συναθροίσεις,συναθροίσεις
συνάλλαγμα,Neut,συνάλλαγμα,συναλλάγματος,συνάλλαγμα,συνάλλαγμα,συναλλάγματα,συναλλαγμάτων,συναλλάγματα,συναλλάγματα
συνάνθρωπος,Masc,συνάνθρωπος,συνανθρώπου,συνάνθρωπο,συνάνθρωπε,συνάνθρωποι,συνανθρώπων,συνανθρώπους,συνάνθρωποι
συνάντηση,Fem,συνάντηση,συνάντησης,συνάντηση,συνάντηση,συναντήσεις,συναντήσεων,συναντήσεις,συναντήσεις
συνάφεια,Fem,συνάφεια,συνάφειας,συνάφεια,συνάφεια,συνάφειες,συναφειών,συνάφειες,συνάφειες
συνάχι,Neut,συνάχι,συναχιού,συνάχι,συνάχι,συνάχια,συναχιών,συνάχια,συνάχια
συνέδριο,Neut,συνέδριο,συνέδριου,συνέδριο,συνέδριο,συνέδρια,συνέδριων,συνέδρια,συνέδρια
συνέντευξη,Fem,συνέντευξη,συνέντευξης,συνέντευξη,συνέντευξη,συνεντεύξεις,συνεντεύξεων,συνεντεύξεις,συνεντεύξεις
συνέπεια,Fem,συνέπεια,συνέπειας,συνέπεια,συνέπεια,συνέπειες,συνεπειών,συνέπειες,συνέπειες
συνέχεια,Fem,συνέχεια,συνέχειας,συνέχεια,συνέχεια,συνέχειες,συνεχειών,συνέχειες,συνέχειες
συνήγορος,Masc,συνήγορος,συνηγόρου,συνήγορο,συνήγορε,συνήγοροι,συνηγόρων,συνηγόρους,συνήγοροι
συνήθεια,Fem,συνήθεια,συνήθειας,συνήθεια,συνήθεια,συνήθειες,συνηθειών,συνήθειες,συνήθειες
συναίνεση,Fem,συναίνεση,συναίνεσης,συναίνεση,συναίνεση,συναινέσεις,συναινέσεων,συναινέσεις,συναινέσεις
συναίσθημα,Neut,συναίσθημα,συναισθήματος,συναίσθημα,συναίσθημα,συναισθήματα,συναισθημάτων,συναισθήματα,συναισθήματα
συναγερμός,Masc,συναγερμός,συναγερμού,συναγερμό,συναγερμέ,συναγερμοί,συναγερμών,συναγερμούς,συναγερμοί
συναλλαγή,Fem,συναλλαγή,συναλλαγής,συναλλαγή,συναλλαγή,συναλλαγές,συναλλαγών,συναλλαγές,συναλλαγές
συναρμολόγηση,Fem,συναρμολόγηση,συναρμολόγησης,συναρμολόγηση,συναρμολόγηση,συναρμολογήσεις,συναρμολογήσεων,συναρμολογήσεις,συναρμολογήσεις
συνασπισμός,Masc,συνασπισμός,συνασπισμού,συνασπισμό,συνασπισμέ,συνασπισμοί,συνασπισμών,συνασπισμούς,συνασπισμοί
συναυλία,Fem,συναυλία,συναυλίας,συναυλία,συναυλία,συναυλίες,συναυλιών,συναυλίες,συναυλίες
συνδρομή,Fem,συνδρομή,συνδρομής,συνδρομή,συνδρομή,συνδρομές,συνδρομών,συνδρομές,συνδρομές
συνδυασμός,Masc,συνδυασμός,συνδυασμού,συνδυασμό,συνδυασμέ,συνδυασμοί,συνδυασμών,συνδυασμούς,συνδυασμοί
συνείδηση,Fem,συνείδηση,συνείδησης,συνείδηση,συνείδηση,συνειδήσεις,συνειδήσεων,συνειδήσεις,συνειδήσεις
συνεδρίαση,Fem,συνεδρίαση,συνεδρίασης,συνεδρίαση,συνεδρίαση,συνεδριάσεις,συνεδριάσεων,συνεδριάσεις,συνεδριάσεις
συνεισφορά,Fem,συνεισφορά,συνεισφοράς,συνεισφορά,συνεισφορά,συνεισφορές,συνεισφορών,συνεισφορές,συνεισφορές
συνεργάτης,Masc,συνεργάτης,συνεργάτη,συνεργάτη,συνεργάτη,συνεργάτες,συνεργατών,συνεργάτες,συνεργάτες
συνεργασία,Fem,συνεργασία,συνεργασίας,συνεργασία,συνεργασία,συνεργασίες,συνεργασιών,συνεργασίες,συνεργασίες
συνεργείο,Neut,συνεργείο,συνεργείου,συνεργείο,συνεργείο,συνεργεία,συνεργείων,συνεργεία,συνεργεία
συνεταιρισμός,Masc,συνεταιρισμός,συνεταιρισμού,συνεταιρισμό,συνεταιρισμέ,συνεταιρισμοί,συνεταιρισμών,συνεταιρισμούς,συνεταιρισμοί
συνθέτης,Masc,συνθέτης,συνθέτη,συνθέτη,συνθέτη,συνθέτες,συνθετών,συνθέτες,συνθέτες
συνθήκη,Fem,συνθήκη,συνθήκης,συνθήκη,συνθήκη,συνθήκες,συνθηκών,συνθήκες,συνθήκες
συνοδός,Masc,συνοδός,συνοδού,συνοδό,συνοδέ,συνοδοί,συνοδών,συνοδούς,συνοδοί
συνοικία,Fem,συνοικία,συνοικίας,συνοικία,συνοικία,συνοικίες,συνοικιών,συνοικίες,συνοικίες
συνομιλία,Fem,συνομιλία,συνομιλίας,συνομιλία,συνομιλία,συνομιλίες,συνομιλιών,συνομιλίες,συνομιλίες
συντάκτης,Masc,συντάκτης,συντάκτη,συντάκτη,συντάκτη,συντάκτες,συντακτών,συντάκτες,συντάκτες
συντήρηση,Fem,συντήρηση,συντήρησης,συντήρηση,συντήρηση,συντηρήσεις,συντηρήσεων,συντηρήσεις,συντηρήσεις
συνταγή,Fem,συνταγή,συνταγής,συνταγή,συνταγή,συνταγές,συνταγών,συνταγές,συνταγές
συνταγματάρχης,Masc,συνταγματάρχης,συνταγματάρχη,συνταγματάρχη,συνταγματάρχη,συνταγματάρχες,συνταγματαρχών,συνταγματάρχες,συνταγματάρχες
συνταξιούχος,Masc,συνταξιούχος,συνταξιούχου,συνταξιούχο,συνταξιούχε,συνταξιούχοι,συνταξιούχων,συνταξιούχους,συνταξιούχοι
συντελεστής,Masc,συντελεστής,συντελεστή,συντελεστή,συντελεστή,συντελεστές,συντελεστών,συντελεστές,συντελεστές
συντροφιά,Fem,συντροφιά,συντροφιάς,συντροφιά,συντροφιά,συντροφιές,συντροφιών,συντροφιές,συντροφιές
συντόμευση,Fem,συντόμευση,συντόμευσης,συντόμευση,συντόμευση,συντομεύσεις,συντομεύσεων,συντομεύσεις,συντομεύσεις
συνωμοσία,Fem,συνωμοσία,συνωμοσίας,συνωμοσία,συνωμοσία,συνωμοσίες,συνωμοσιών,συνωμοσίες,συνωμοσίες
συρτάρι,Neut,συρτάρι,συρταριού,συρτάρι,συρτάρι,συρτάρια,συρταριών,συρτάρια,συρτάρια
συσκευή,Fem,συσκευή,συσκευής,συσκευή,συσκευή,συσκευές,συσκευών,συσκευές,συσκευές
συσκευασία,Fem,συσκευασία,συσκευασίας,συσκευασία,συσκευασία,συσκευασίες,συσκευασιών,συσκευασίες,συσκευασίες
συσσωρευτής,Masc,συσσωρευτής,συσσωρευτή,συσσωρευτή,συσσωρευτή,συσσωρευτές,συσσωρευτών,συσσωρευτές,συσσωρευτές
συστατικό,Neut,συστατικό,συστατικού,συστατικό,συστατικό,συστατικά,συστατικών,συστατικά,συστατικά
συσχετισμός,Masc,συσχετισμός,συσχετισμού,συσχετισμό,συσχετισμέ,συσχετισμοί,συσχετισμών,συσχετισμούς,συσχετισμοί
συχνότητα,Fem,συχνότητα,συχνότητας,συχνότητα,συχνότητα,συχνότητες,συχνοτήτων,συχνότητες,συχνότητες
σφάλμα,Neut,σφάλμα,σφάλματος,σφάλμα,σφάλμα,σφάλματα,σφαλμάτων,σφάλματα,σφάλματα
σφαίρα,Fem,σφαίρα,σφαίρας,σφαίρα,σφαίρα,σφαίρες,σφαιρών,σφαίρες,σφαίρες
σφαγή,Fem,σφαγή,σφαγής,σφαγή,σφαγή,σφαγές,σφαγών,σφαγές,σφαγές
